time_ms,l_ax,l_ay,l_az,l_gx,l_gy,l_gz,r_ax,r_ay,r_az,r_gx,r_gy,r_gz,state,chewing_side,cpm,channel,activity_label
5895080.0,-0.587402,0.973633,-1.323242,0.046098,0.022116,0.014123,-1.86377,0.209473,-0.564941,-0.038104,0.038371,-0.011191,warming_up,-,0.000,-,non_chewing
5895090.0,-0.584473,0.978516,-1.324707,0.044766,0.017587,0.019185,-1.873047,0.213867,-0.573242,-0.031975,0.039436,-0.008527,warming_up,-,0.000,-,non_chewing
5895100.0,-0.585937,0.972168,-1.318848,0.039969,0.019718,0.01279,-1.865723,0.203125,-0.571289,-0.031443,0.028511,-0.007194,warming_up,-,0.000,-,non_chewing
5895110.0,-0.583008,0.978027,-1.317871,0.045832,0.021583,0.001865,-1.860352,0.208496,-0.572754,-0.028245,0.03464,-0.010392,warming_up,-,0.000,-,non_chewing
5895120.0,-0.578613,0.977539,-1.316895,0.045299,0.019452,0.01359,-1.864746,0.205078,-0.57373,-0.031709,0.038637,-0.018386,warming_up,-,0.000,-,non_chewing
5895130.0,-0.581055,0.98291,-1.319824,0.053559,0.022649,0.018119,-1.856934,0.20459,-0.580566,-0.031975,0.042634,-0.008793,warming_up,-,0.000,-,non_chewing
5895140.0,-0.583984,0.974121,-1.32373,0.047164,0.027179,0.005862,-1.862793,0.206543,-0.583496,-0.030643,0.046897,-0.006395,warming_up,-,0.000,-,non_chewing
5895150.0,-0.585449,0.97168,-1.320313,0.039436,0.026913,0.013057,-1.855957,0.204102,-0.57373,-0.03091,0.043966,-0.013323,warming_up,-,0.000,-,non_chewing
5895160.0,-0.593262,0.97168,-1.311035,0.049029,0.021317,0.005862,-1.866699,0.206543,-0.568359,-0.030643,0.041302,-0.014655,warming_up,-,0.000,-,non_chewing
5895170.0,-0.583984,0.979492,-1.317871,0.041302,0.030377,0.009859,-1.867188,0.208496,-0.57666,-0.030377,0.033308,-0.014922,warming_up,-,0.000,-,non_chewing
5895180.0,-0.585449,0.981934,-1.325684,0.041835,0.014123,0.016254,-1.858887,0.208984,-0.580566,-0.032775,0.032242,-0.013856,warming_up,-,0.000,-,non_chewing
5895190.0,-0.583984,0.973145,-1.335938,0.043167,0.021317,0.015188,-1.863281,0.208496,-0.578613,-0.032242,0.0429,-0.00906,warming_up,-,0.000,-,non_chewing
5895200.0,-0.57959,0.97168,-1.318848,0.047963,0.01732,0.010925,-1.86084,0.208008,-0.574707,-0.032242,0.038104,-0.013057,warming_up,-,0.000,-,non_chewing
5895210.0,-0.58252,0.978027,-1.319824,0.051694,0.018119,0.018119,-1.862793,0.20166,-0.5625,-0.032242,0.038104,-0.01279,warming_up,-,0.000,-,non_chewing
5895220.0,-0.587891,0.978516,-1.333984,0.051694,0.021583,0.012257,-1.85791,0.208008,-0.576172,-0.023715,0.043966,-0.003997,warming_up,-,0.000,-,non_chewing
5895230.0,-0.583008,0.981445,-1.325684,0.049828,0.015188,0.008527,-1.865234,0.205566,-0.580078,-0.035972,0.044233,-0.01359,warming_up,-,0.000,-,non_chewing
5895240.0,-0.582031,0.976074,-1.320801,0.050628,0.026913,0.005063,-1.861328,0.206543,-0.573242,-0.034907,0.045832,-0.018386,warming_up,-,0.000,-,non_chewing
5895250.0,-0.585937,0.970215,-1.331055,0.046631,0.019185,0.009593,-1.864258,0.202148,-0.558105,-0.038637,0.03544,-0.008527,warming_up,-,0.000,-,non_chewing
5895260.0,-0.583984,0.976074,-1.336426,0.047164,0.026113,0.013323,-1.866699,0.208984,-0.586426,-0.033841,0.043433,-0.010925,warming_up,-,0.000,-,non_chewing
5895270.0,-0.584961,0.979004,-1.334473,0.052493,0.019452,0.011191,-1.863281,0.199219,-0.57373,-0.029044,0.036772,-0.01359,warming_up,-,0.000,-,non_chewing
5895280.0,-0.578125,0.977051,-1.326172,0.042101,0.022383,0.011458,-1.864746,0.202148,-0.567383,-0.028511,0.038371,-0.011724,warming_up,-,0.000,-,non_chewing
5895290.0,-0.584473,0.971191,-1.322754,0.046897,0.017853,0.011724,-1.858398,0.205078,-0.586914,-0.046631,0.043433,-0.015988,warming_up,-,0.000,-,non_chewing
